Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost","Shipping Groups","Origin Locations","Dimensional Rules",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Image,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/296/images/685/MMAI-RS-16WBL_5__42236.1729227695.386.513.png?c=1,,,FALSE,5,,,,
Image,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/296/images/686/MMAI-RS-16WBL_4__89140.1729227695.386.513.png?c=1,,,FALSE,4,,,,
Image,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/296/images/687/MMAI-FOST-13WBK__91760.1729227695.386.513.png?c=1,,,TRUE,0,,,,
Image,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/296/images/688/MMAI-RS-16WBL_1__64405.1729227695.386.513.png?c=1,,,FALSE,1,,,,
Product,297,"Filtro de alto flujo Subaru WRX/STI",physical,MMAI-STI-08WRD,,product,2,1,9280.00,0.00,0.00,8280.00,51,1;769857,243,"<p style=""text-align: justify;"">Agregue algunos caballos de fuerza r&aacute;pidos a su WRX o STI con la nueva entrada de aire fr&iacute;o Mishimoto Subaru WRX/STI Performance. Este kit de aire fr&iacute;o WRX est&aacute; dise&ntilde;ado espec&iacute;ficamente para su Subaru WRX o STI 2008 y ndash2014 e incluye todo lo necesario para reemplazar la restrictiva caja de aire original.</p>
<p style=""text-align: justify;"">Nuestros ingenieros pasaron meses perfeccionando este dise&ntilde;o en un intento de lograr hasta el &uacute;ltimo detalle de rendimiento. Esta entrada de aire fr&iacute;o WRX probada por dinam&oacute;metro proporciona ganancias de 25 hp/25 tq sobre la entrada original al mismo tiempo que mantiene relaciones seguras de aire/combustible, perfectas para darle un toque extra en la calle o en carreras de autocross. El Mishimoto Subaru WRX/STI Performance Cold-Air La entrada incluye todo lo necesario para la instalaci&oacute;n, se instala en menos de una hora y funciona perfectamente con la configuraci&oacute;n original. El tubo de admisi&oacute;n de aluminio doblado con mandril est&aacute; disponible con un acabado con recubrimiento en polvo rojo o negro o con un acabado de aluminio pulido. Este tubo utiliza el enderezador de aire Mishimoto y la carcasa del sensor de flujo de aire masivo (MAF) mecanizado por CNC para proporcionar lecturas MAF precisas y consistentes, lo que se traduce en una banda de potencia suave. Para reducir las temperaturas de entrada de aire (IAT), el filtro de aire se ha colocado fuera del compartimiento del motor caliente y un protector t&eacute;rmico con recubrimiento en polvo evita que se produzca cualquier absorci&oacute;n de calor.</p>
<p style=""text-align: justify;"">El filtro de aire de flujo libre Mishimoto proporciona una superficie un 16 % mayor, un flujo de aire &oacute;ptimo y una filtraci&oacute;n adecuada de suciedad y residuos. El filtro de aire engrasado Mishimoto incluido es completamente reparable, lo que permite una vida &uacute;til de uso confiable.&nbsp;</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li>Ganancias probadas por Dyno de 25 hp/ 25 tq a 5300 rpm</li>
<li>Elimina restricciones y mejora el flujo de aire</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Subaru WRX/STI 2008-2014</li>
</ul>",,,/filtro-de-alto-flujo-subaru-wrx-sti/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/297/images/689/MMAI-STI-08WRD_1__97909.1729227695.386.513.png?c=1,,,FALSE,1,,,,
Image,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/297/images/690/MMAI-STI-08WRD__46637.1729227696.386.513.png?c=1,,,TRUE,0,,,,
Image,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/297/images/691/MMAI-STI-08WRD_2__61879.1729227696.386.513.png?c=1,,,FALSE,2,,,,
Product,298,"Recuperador de aceite Mishimoto universal",physical,MMBCC-CBTHR-BK,,product,2,1,4020.00,0.00,0.00,3590.00,51,1;769857,213,"<p style=""text-align: justify;"">Las latas de captura de aceite con desconcertantes de Mishimoto est&aacute;n dise&ntilde;adas para separar las part&iacute;culas de aceite del aire PCV que normalmente habr&iacute;an regresado a la entrada. Cuentan con ranuras personalizadas en la entrada de la lata de captura que turbulan el aire por m&aacute;s tiempo y aseguran que todo el aceite se hunda hasta el fondo, dejando nada m&aacute;s que aire limpio para pasar a trav&eacute;s del filtro de bronce de 40 micrones hasta la entrada. Un deflector interno evita que el aceite recogido salpique en condiciones de carrera.</p>
<p style=""text-align: justify;"">Estas latas de captura est&aacute;n mecanizadas 100 por ciento de aluminio billet 6061 y aceptan accesorios AN en el &aacute;rea de entrada, salida y drenaje, lo que permite m&aacute;s de 27 configuraciones posibles. Para obtener m&aacute;ximas opciones de ajuste, la configuraci&oacute;n de montaje de engranaje superior permite montar las latas desde m&uacute;ltiples &aacute;ngulos. Para facilitar el mantenimiento, el tap&oacute;n de drenaje se puede quitar para permitir un retorno al c&aacute;rter de aceite. Las latas de recolecci&oacute;n de aceite con desconcertantes Mishimoto son lavables, a diferencia de muchas otras latas que requieren que reemplace su sistema de filtraci&oacute;n.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li>Separa las part&iacute;culas de aceite del aire PCV/CCV mediante un filtro de bronce de 50 micras</li>
<li>Lata sellada 100 por ciento de aluminio billet 6061</li>
<li>Defiende el intercooler, el sistema de admisi&oacute;n y los componentes esenciales contra la fuga de aceite</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/recuperador-de-aceite-mishimoto-universal/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/298/images/692/MMBCC-CBTHR-BK__61406.1729227696.386.513.png?c=1,,,TRUE,0,,,,
Product,299,"Medidor de sensor de aire/combustible wideband UEGO",physical,30-0300,,product,2,1,5630.00,0.00,0.00,5020.00,52,1;769857,213,"<p style=""text-align: justify;"">Para tiempos de respuesta r&aacute;pidos, los medidores controladores de sensores de aire/combustible UEGO de banda ancha AEM X-Series son una excelente opci&oacute;n. Construidos sobre la exclusiva tecnolog&iacute;a X-Digital, pendiente de patente, brindan informaci&oacute;n precisa r&aacute;pidamente, lo que le permite ajustar su motor de manera m&aacute;s eficiente. Estos medidores tienen placas frontales modernas y visualmente impactantes con pantallas centrales de 7 segmentos que son un 87 por ciento m&aacute;s grandes. Son ultradelgados y vienen con biseles negros y placas frontales negras de doble cara para aire/combustible y Lambda. Las pantallas son configurables por el usuario y cuentan con atenuaci&oacute;n autom&aacute;tica.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li style=""text-align: justify;"">Sensor UEGO de banda ancha Bosch 4.9LSU</li>
<li style=""text-align: justify;"">La resistencia calibrada de f&aacute;brica no requiere calibraci&oacute;n al aire libre, pero la tecnolog&iacute;a permite la calibraci&oacute;n al aire libre a medida que el sensor envejece, si el usuario lo desea</li>
<li style=""text-align: justify;"">Compatible con voltajes de veh&iacute;culo/sistema de hasta 16 V</li>
<li style=""text-align: justify;"">Salida de 0-5 V y RS232 para registro de datos y control de retroalimentaci&oacute;n</li>
<li style=""text-align: justify;"">AEMnet (CANbus) para registro de datos y conexi&oacute;n en cadena de m&uacute;ltiples controladores de hasta 16 cilindros</li>
<li style=""text-align: justify;"">Puede mostrar valores de AFR en cent&eacute;simas de porcentaje</li>
<li style=""text-align: justify;"">Di&aacute;metro de calibre de 52 mm y profundidad de calibre delgada de 0,825''</li>
<li style=""text-align: justify;"">Profundidad de la copa medidora de solo 0,200'' de profundidad</li>
<li style=""text-align: justify;"">Conectores de bloqueo</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/kit-medidor-de-sensor-de-aire-combustible-wideband-uego/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/299/images/693/30-0300__01638.1729227696.386.513.png?c=1,,,TRUE,0,,,,
Product,300,"Bobinas de encendido ARP Audi/Cupra/Seat/Volkswagen 2.0T (4 piezas)",physical,MS100192KT,,product,2,1,5750.00,0.00,0.00,5130.00,73,1;769857,273;276;280;293;279,"<p style=""text-align: justify;"">APR dise&ntilde;a sus bobinas de encendido para que sean actualizaciones directas plug-and-play de sus bobinas de f&aacute;brica. Proporcionan una mayor producci&oacute;n de energ&iacute;a (hasta un 10 por ciento) que garantiza una chispa m&aacute;s fuerte y consistente e incluyen la codiciada carcasa roja que se hizo popular en el Audi R8.&nbsp;</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Audi</li>
<li style=""text-align: justify;"">Cupra</li>
<li style=""text-align: justify;"">Seat</li>
<li style=""text-align: justify;""><span>Volkswagen</span></li>
<li style=""text-align: justify;""><span>Lamborghini</span></li>
</ul>",,,/bobinas-de-encendido-arp-audi-cupra-seat-volkswagen-2-0t-4-piezas/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/300/images/694/MS100192KT__06681.1729227696.386.513.png?c=1,,,TRUE,0,,,,
Product,301,"Tornillo de damper Ford Mustang V8 5.0 2011-2021",physical,156-2502,,product,2,1,1290.00,0.00,0.00,1150.00,79,1;769857,214,"<p style=""text-align: justify;"">A medida que el cig&uuml;e&ntilde;al se flexiona, el equilibrador absorbe cantidades incre&iacute;bles de energ&iacute;a. Los kits de pernos del equilibrador ARP asegurar&aacute;n que el equilibrador est&eacute; bloqueado en su posici&oacute;n. Cuentan con una cabeza de 12 puntas que acepta una cavidad profunda para eliminar el temor de pelar la cabeza.&nbsp;</p>
<p style=""text-align: justify;"">Aplicaciones:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Ford Mustang V8 5.0 2011-2021</li>
</ul>",,,/tornillo-de-damper-ford-mustang-v8-5-0-2011-2021/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/301/images/695/156-2502__14448.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,302,"Tornillos de cabeza de motor Acura/Honda B-Series",physical,208-4303,,product,2,1,4970.00,0.00,0.00,4440.00,79,1;769857,277;256,"<p style=""text-align: justify;"">Los pernos de culata ARP Pro Series est&aacute;n forjados en fr&iacute;o para garantizar la integridad molecular. Se tratan t&eacute;rmicamente antes de enrollarlos y mecanizarlos. Los kits ARP Pro Series tambi&eacute;n est&aacute;n disponibles con tuercas de 12 puntos y todos los pernos vienen completos con arandelas paralelas endurecidas para una distribuci&oacute;n uniforme de la carga y lecturas de torque precisas. Con cientos de modelos listos para enviar, estos sujetadores de culata se pueden pedir para pr&aacute;cticamente cualquier estilo de motor.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Acura</li>
<li style=""text-align: justify;"">Honda B-Series</li>
</ul>",,,/tornillos-de-cabeza-de-motor-acura-honda-b-series/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/302/images/696/208-4303__69615.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,303,"Tornillos de cabeza de motor Ford V8 5.0 2011-2021",physical,256-4702,,product,2,1,13090.00,0.00,0.00,11690.00,79,1;769857,214,"<p style=""text-align: justify;"">Los pernos de culata ARP Pro Series est&aacute;n forjados en fr&iacute;o para garantizar la integridad molecular. Se tratan t&eacute;rmicamente antes de enrollarlos y mecanizarlos. Los kits ARP Pro Series tambi&eacute;n est&aacute;n disponibles con tuercas de 12 puntos y todos los pernos vienen completos con arandelas paralelas endurecidas para una distribuci&oacute;n uniforme de la carga y lecturas de torque precisas. Con cientos de modelos listos para enviar, estos sujetadores de culata se pueden pedir para pr&aacute;cticamente cualquier estilo de motor.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Ford Mustang V8 5.0 2011-2021</li>
</ul>",,,/tornillos-de-cabeza-de-motor-ford-v8-5-0-2011-2021/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/303/images/697/256-4702__93595.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,304,"Pod para medidor 52mm universal",physical,2205,,product,2,1,1120.00,0.00,0.00,1000.00,55,1;769857,213,"<p style=""text-align: justify;"">Las copas de medidor AutoMeter le permiten montar medidores individuales en el tablero, debajo del tablero o afuera en el cap&oacute; para una apariencia Pro Street. Los soportes de pedestal est&aacute;n disponibles en una variedad de tama&ntilde;os y acabados.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/pod-para-medidor-52mm-universal/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/304/images/698/2205__36356.1729227693.386.513.png?c=1,,,TRUE,0,,,,
Product,305,"Filtro de aire de reemplazo Porsche 911 991 H6 3.8 Turbo/Turbo S",physical,FB798/20,,product,2,1,5830.00,0.00,0.00,5210.00,80,1;769857,291,"<p style=""text-align: justify;"">El filtro de aire del panel se conoce com&uacute;nmente como ""filtro de aire de repuesto"". Se instala en la caja de aire original del veh&iacute;culo para reemplazar el filtro de aire OEM. Est&aacute; fabricado con materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtraci&oacute;n m&aacute;s eficiente, garantizando la contenci&oacute;n de todas las impurezas desde tan solo 7 micras (en comparaci&oacute;n con las 10 micras del OEM).</p>
<p style=""text-align: justify;"">Los filtros de aire BMC se producen mediante un sistema ""Full Moulding"" que permite realizar el caracter&iacute;stico filtro rojo a partir de un &uacute;nico molde sin uniones soldadas, evitando as&iacute; una f&aacute;cil rotura. El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida &uacute;til, es muy duradero y tiene caracter&iacute;sticas de adhesi&oacute;n &oacute;ptimas a todas las formas de cajas de aire.</p>
<p style=""text-align: justify;"">Los filtros BMC est&aacute;n hechos de una gasa de algod&oacute;n multicapa empapada en aceite de baja viscosidad cubierta con una malla de aleaci&oacute;n recubierta de epoxi para garantizar la protecci&oacute;n contra los vapores de gasolina y la oxidaci&oacute;n debida a la humedad del aire.</p>
<p style=""text-align: justify;"">Todos los filtros de aire BMC est&aacute;n preengrasados y se pueden lavar y regenerar utilizando el kit de regeneraci&oacute;n BMC adecuado.</p>
<p style=""text-align: justify;"">Aplicaciones:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Porsche 911 991 H6 3.8 Turbo/Turbo S</li>
</ul>",,,/filtro-de-aire-de-reemplazo-porsche-911-991-h6-3-8-turbo-turbo-s/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/305/images/699/FB789-20__59457.1729227693.386.513.png?c=1,,,TRUE,0,,,,
Product,306,"Filtro de aire de reemplazo Porsche 911 991.2 H6 Carrera/Carrera 4",physical,FB907/04,,product,2,1,8430.00,0.00,0.00,7520.00,80,1;769857,291,"<p style=""text-align: justify;"">El filtro de aire de panel/cil&iacute;ndrico se conoce com&uacute;nmente como ""filtro de aire de repuesto"". Se instala en la caja de aire original del veh&iacute;culo para reemplazar el filtro de aire OEM. Est&aacute; fabricado con materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtraci&oacute;n m&aacute;s eficiente, garantizando la contenci&oacute;n de todas las impurezas desde tan solo 7 micras (en comparaci&oacute;n con las 10 micras del OEM).</p>
<p style=""text-align: justify;"">Los filtros de aire BMC se producen mediante un sistema ""Full Moulding"" que permite realizar el caracter&iacute;stico filtro rojo a partir de un &uacute;nico molde sin uniones soldadas, evitando as&iacute; una f&aacute;cil rotura. El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida &uacute;til, es muy duradero y tiene caracter&iacute;sticas de adhesi&oacute;n &oacute;ptimas a todas las formas de cajas de aire.</p>
<p style=""text-align: justify;"">Los filtros BMC est&aacute;n hechos de una gasa de algod&oacute;n multicapa empapada en aceite de baja viscosidad cubierta con una malla de aleaci&oacute;n recubierta de epoxi para garantizar la protecci&oacute;n contra los vapores de gasolina y la oxidaci&oacute;n debida a la humedad del aire.</p>
<p style=""text-align: justify;"">Todos los filtros de aire BMC est&aacute;n preengrasados y se pueden lavar y regenerar utilizando el kit de regeneraci&oacute;n BMC adecuado.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Porsche 911 991.2 H6 Carrera/Carrera 4</li>
</ul>",,,/filtro-de-aire-de-reemplazo-porsche-911-991-2-h6-carrera-carrera-4/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/306/images/700/FB907-04__02637.1729227693.386.513.png?c=1,,,TRUE,0,,,,
Product,307,"Filtro de alto flujo de entrada de 4'' universal",physical,FBTW100-140C,,product,2,1,3660.00,0.00,0.00,3270.00,80,1;769857,213,"<p style=""text-align: justify;"">Twin Air(TW) con suministro de aire lateral y central. Los filtros c&oacute;nicos de BMC para aspiraci&oacute;n directa se pueden montar en casi todos los veh&iacute;culos en lugar de la caja de aire original. Sin embargo, estos filtros no est&aacute;n destinados a que el motor tenga permiso de circulaci&oacute;n. Si es necesario, se pueden pedir tubos de conexi&oacute;n, pasacables, codos y puntales de sujeci&oacute;n de la lista de accesorios del CDA. La red de filtrado especial permite fabricar un filtro de hasta 700 CV sin que se produzcan deformaciones durante la aspiraci&oacute;n y resista.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal&nbsp;</li>
</ul>",,,/filtro-de-alto-flujo-con-entrada-de-4-universal/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/307/images/701/FBTW100-140C__13140.1729227693.386.513.png?c=1,,,TRUE,0,,,,
Product,308,"Filtro de alto flujo de entrada 2.75'' universal",physical,FBTW70-140P,,product,2,1,2290.00,0.00,0.00,2050.00,80,1;769857,213,"<p style=""text-align: justify;"">Los filtros c&oacute;nicos BMC para entrada de aire directa se pueden instalar en la mayor&iacute;a de los tipos de motores quitando la caja de filtro original. Los filtros c&oacute;nicos de inducci&oacute;n directa BMC est&aacute;n fabricados utilizando una caracter&iacute;stica goma roja que permite que la conexi&oacute;n de la admisi&oacute;n sea especialmente resistente tanto al estr&eacute;s del motor como al calor sin sufrir deformaciones provocadas por la alta temperatura. La malla de filtraci&oacute;n especial permite la producci&oacute;n de filtros con una potencia de hasta 700 HP sin presentar problemas de deformaci&oacute;n del filtro.</p>
<p style=""text-align: justify;""><br />Los filtros c&oacute;nicos BMC est&aacute;n disponibles en dos versiones:<br />SA (Single Air) con flujo de aire lateral simple - disponible en versiones con tapa de carbono, tapa de metal y tapa de pl&aacute;stico y TW (Twin Air) con flujo de aire central y lateral - disponible en versiones con tapa de metal y tapa de pl&aacute;stico.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/filtro-de-alto-flujo-de-entrada-2-75-universal/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/308/images/702/FBTW70-140P__62646.1729227694.386.513.png?c=1,,,TRUE,0,,,,
Product,309,"Filtro de alto flujo de entrada 3.5'' universal",physical,FBTW90-140P,,product,2,1,2320.00,0.00,0.00,2070.00,80,1;769857,213,"<p style=""text-align: justify;"">Los filtros c&oacute;nicos BMC para entrada de aire directa se pueden instalar en la mayor&iacute;a de los tipos de motores quitando la caja de filtro original. Los filtros c&oacute;nicos de inducci&oacute;n directa BMC est&aacute;n fabricados utilizando una caracter&iacute;stica goma roja que permite que la conexi&oacute;n de la admisi&oacute;n sea especialmente resistente tanto al estr&eacute;s del motor como al calor sin sufrir deformaciones provocadas por la alta temperatura. La malla de filtraci&oacute;n especial permite la producci&oacute;n de filtros con una potencia de hasta 700 HP sin presentar problemas de deformaci&oacute;n del filtro.</p>
<p style=""text-align: justify;""><br />Los filtros c&oacute;nicos BMC est&aacute;n disponibles en dos versiones:<br />SA (Single Air) con flujo de aire lateral simple - disponible en versiones con tapa de carbono, tapa de metal y tapa de pl&aacute;stico y TW (Twin Air) con flujo de aire central y lateral - disponible en versiones con tapa de metal y tapa de pl&aacute;stico.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal&nbsp;</li>
</ul>",,,/filtro-de-alto-flujo-de-entrada-3-5-universal/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/309/images/703/FBTW90-140P__61263.1729227694.386.513.png?c=1,,,TRUE,0,,,,
Product,310,"Punta de escape cuadrada en negro cromado con entrada de 2.25''",physical,20161,,product,2,1,2720.00,0.00,0.00,2430.00,56,1;769857,213,"<p style=""text-align: justify;"">Estas puntas de escape Borla de acero inoxidable pulido tienen m&aacute;s que una apariencia excelente. Dise&ntilde;adas para un rendimiento superior, las puntas de escape Borla brindan el m&aacute;ximo torque a bajas revoluciones y potencia m&aacute;xima. Estas puntas est&aacute;n hechas de acero inoxidable pulido T304 de calidad aeron&aacute;utica para una larga vida &uacute;til y est&aacute;n dise&ntilde;adas para suavizar el tono del escape. Est&aacute;n disponibles en una variedad de longitudes, cortes y salidas.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Tama&ntilde;o de entrada de la punta: 2,25''</li>
<li style=""text-align: justify;"">Longitud de la punta: 10,50''</li>
<li style=""text-align: justify;"">Tipo de instalaci&oacute;n de punta: abrazadera</li>
</ul>",,,/punta-de-escape-cuadrada-en-negro-cromado-con-entrada-de-2-25/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/310/images/704/20161__60925.1729227694.386.513.png?c=1,,,TRUE,0,,,,
Product,311,"Punta de escape ovalada en cromado con entrada de 2.5''",physical,20155,,product,2,1,2160.00,0.00,0.00,1930.00,56,1;769857,213,"<p style=""text-align: justify;"">Las puntas de escape Borla ProXS est&aacute;n hechas de acero inoxidable T-304 de calidad aeron&aacute;utica y libre de &oacute;xido. Cuentan con salidas con bordes redondeados, elegante estilo deportivo y un brillo l&iacute;quido tipo espejo. Estas ingeniosas abrazaderas internas garantizan un ajuste perfecto sin soldaduras con el logotipo de Borla en relieve.&nbsp;</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul>
<li style=""text-align: justify;"">Tama&ntilde;o de entrada de la punta: 2,5''</li>
<li style=""text-align: justify;"">Longitud de la punta: 7''</li>
<li style=""text-align: justify;"">Tipo de instalaci&oacute;n de punta: incluye abrazadera</li>
</ul>",,,/punta-de-escape-ovalada-en-cromado-con-entrada-de-2-5/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/311/images/705/20155__19789.1729227695.386.513.png?c=1,,,TRUE,0,,,,
